severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,233,CONSULTANTS,2023,BANNER ORGANIZATION TOTALS,1700000.0,status=warn; banner=1700000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|233|CONSULTANTS|2023|BANNER ORGANIZATION TOTALS|1700000.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,234,CONSULTANTS,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|234|CONSULTANTS|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,235,CONSULTANTS,2025,BANNER NET PAYROLL,2246748.35,status=fail; banner=2246748.35; parsed_body=3946748.35. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|235|CONSULTANTS|2025|BANNER NET PAYROLL|2246748.35
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,235,CONSULTANTS,2025,BANNER ORGANIZATION TOTALS,2246748.35,status=warn; banner=2246748.35; parsed_body=3946748.35. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|235|CONSULTANTS|2025|BANNER ORGANIZATION TOTALS|2246748.35
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,237,FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|237|FEDERAL EMPLOYEES COMPENSATION ACCOUNT|2021|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,255,MOBILE COMMUNICATIONS DEVICES,2024,BANNER ORGANIZATION TOTALS,1920.39,status=fail; banner=1920.39; parsed_body=5271.29. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|255|MOBILE COMMUNICATIONS DEVICES|2024|BANNER ORGANIZATION TOTALS|1920.39
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,256,MOBILE COMMUNICATIONS DEVICES,2025,BANNER ORGANIZATION TOTALS,19661.71,status=warn; banner=19661.71; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|256|MOBILE COMMUNICATIONS DEVICES|2025|BANNER ORGANIZATION TOTALS|19661.71
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,257,RESERVE FOR CONTINGENCIES,2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|257|RESERVE FOR CONTINGENCIES|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,258,RESERVE FOR CONTINGENCIES,2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|258|RESERVE FOR CONTINGENCIES|2022|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,259,RESERVE FOR CONTINGENCIES,2023,BANNER ORGANIZATION TOTALS,133296.13,status=fail; banner=133296.13; parsed_body=216892.67. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|259|RESERVE FOR CONTINGENCIES|2023|BANNER ORGANIZATION TOTALS|133296.13
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,260,RESERVE FOR CONTINGENCIES,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|260|RESERVE FOR CONTINGENCIES|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,260,RESERVE FOR CONTINGENCIES,2024,BANNER ORGANIZATION TOTALS,93864.6,status=fail; banner=93864.6; parsed_body=93117.82. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|260|RESERVE FOR CONTINGENCIES|2024|BANNER ORGANIZATION TOTALS|93864.6
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,261,RESERVE FOR CONTINGENCIES,2025,BANNER ORGANIZATION TOTALS,5952.5,status=fail; banner=5952.5; parsed_body=4518.29. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|261|RESERVE FOR CONTINGENCIES|2025|BANNER ORGANIZATION TOTALS|5952.5
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,265,RECEPTION OF FOREIGN DIGNITARIES,2024,BANNER ORGANIZATION TOTALS,690.5,status=warn; banner=690.5; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|265|RECEPTION OF FOREIGN DIGNITARIES|2024|BANNER ORGANIZATION TOTALS|690.5
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,267,RESOLUTION AND REORGANIZATION RESERVE,2021,BANNER NET PAYROLL,400000.0,status=banner_missing; banner=400000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|267|RESOLUTION AND REORGANIZATION RESERVE|2021|BANNER NET PAYROLL|400000.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,267,RESOLUTION AND REORGANIZATION RESERVE,2021,BANNER ORGANIZATION TOTALS,400000.0,status=warn; banner=400000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|267|RESOLUTION AND REORGANIZATION RESERVE|2021|BANNER ORGANIZATION TOTALS|400000.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,269,RESOLUTION AND REORGANIZATION RESERVE,2023,BANNER NET PAYROLL,3400000.0,status=banner_missing; banner=3400000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|269|RESOLUTION AND REORGANIZATION RESERVE|2023|BANNER NET PAYROLL|3400000.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,269,RESOLUTION AND REORGANIZATION RESERVE,2023,BANNER ORGANIZATION TOTALS,3400000.0,status=warn; banner=3400000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|269|RESOLUTION AND REORGANIZATION RESERVE|2023|BANNER ORGANIZATION TOTALS|3400000.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,270,RESOLUTION AND REORGANIZATION RESERVE,2024,BANNER NET PAYROLL,3764682.53,status=fail; banner=3764682.53; parsed_body=64682.53. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|270|RESOLUTION AND REORGANIZATION RESERVE|2024|BANNER NET PAYROLL|3764682.53
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,270,RESOLUTION AND REORGANIZATION RESERVE,2024,BANNER ORGANIZATION TOTALS,3766222.82,status=warn; banner=3766222.82; parsed_body=64809.49. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|270|RESOLUTION AND REORGANIZATION RESERVE|2024|BANNER ORGANIZATION TOTALS|3766222.82
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,271,RESOLUTION AND REORGANIZATION RESERVE,2025,BANNER NET PAYROLL,948872.37,status=fail; banner=948872.37; parsed_body=8442984.37. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|271|RESOLUTION AND REORGANIZATION RESERVE|2025|BANNER NET PAYROLL|948872.37
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,271,RESOLUTION AND REORGANIZATION RESERVE,2025,BANNER ORGANIZATION TOTALS,981240.31,status=warn; banner=981240.31; parsed_body=8448775.31. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|271|RESOLUTION AND REORGANIZATION RESERVE|2025|BANNER ORGANIZATION TOTALS|981240.31
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,282,NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|282|NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,283,NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|283|NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,284,NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|284|NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN)|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,287,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|287|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,288,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|288|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,289,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|289|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN)|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,290,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|290|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN)|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,292,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|292|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,293,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|293|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,297,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|297|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,298,NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|298|NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,301,NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|301|NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,302,NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|302|NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,303,NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|303|NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER)|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,304,NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|304|NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER)|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,306,NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|306|NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,307,NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|307|NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,308,NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|308|NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN)|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,309,NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|309|NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN)|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,311,NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|311|NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,312,NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|312|NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,314,NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER),2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|314|NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER)|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,317,NATL SECURITY WORKING GRP-MIN CO- CHAIR (SASSE),2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|317|NATL SECURITY WORKING GRP-MIN CO- CHAIR (SASSE)|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,318,NATL SECURITY WORKING GRP-MIN CO- CHAIR (SASSE),2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|318|NATL SECURITY WORKING GRP-MIN CO- CHAIR (SASSE)|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,320,NATL SECURITY WORKING GRP-MIN CO- CHAIR (LANKFORD),2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|320|NATL SECURITY WORKING GRP-MIN CO- CHAIR (LANKFORD)|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,330,STATIONERY,2024,BANNER ORGANIZATION TOTALS,647.05,status=warn; banner=647.05; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|330|STATIONERY|2024|BANNER ORGANIZATION TOTALS|647.05
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,331,STATIONERY,2025,BANNER ORGANIZATION TOTALS,4230.12,status=warn; banner=4230.12; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|331|STATIONERY|2025|BANNER ORGANIZATION TOTALS|4230.12
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,332,MISC ITEMS - STUDENT LOANS,2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|332|MISC ITEMS - STUDENT LOANS|2021|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,333,MISC ITEMS - STUDENT LOANS,2022,BANNER NET PAYROLL,900.0,status=banner_missing; banner=900.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|333|MISC ITEMS - STUDENT LOANS|2022|BANNER NET PAYROLL|900.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,333,MISC ITEMS - STUDENT LOANS,2022,BANNER ORGANIZATION TOTALS,900.0,status=warn; banner=900.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|333|MISC ITEMS - STUDENT LOANS|2022|BANNER ORGANIZATION TOTALS|900.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,334,MISC ITEMS - STUDENT LOANS,2023,BANNER NET PAYROLL,144.48,status=banner_missing; banner=144.48; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|334|MISC ITEMS - STUDENT LOANS|2023|BANNER NET PAYROLL|144.48
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,334,MISC ITEMS - STUDENT LOANS,2023,BANNER ORGANIZATION TOTALS,144.48,status=warn; banner=144.48; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|334|MISC ITEMS - STUDENT LOANS|2023|BANNER ORGANIZATION TOTALS|144.48
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,335,MISC ITEMS - STUDENT LOANS,2024,BANNER NET PAYROLL,10218.1,status=banner_missing; banner=10218.1; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|335|MISC ITEMS - STUDENT LOANS|2024|BANNER NET PAYROLL|10218.1
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,335,MISC ITEMS - STUDENT LOANS,2024,BANNER ORGANIZATION TOTALS,10218.1,status=warn; banner=10218.1; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|335|MISC ITEMS - STUDENT LOANS|2024|BANNER ORGANIZATION TOTALS|10218.1
error,unexpected_zero_records,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,336,MISC ITEMS - STUDENT LOANS,2025,PERSONNEL COMP. FULL-TIME PERMANENT,122.1,A normally itemized subtotal has no parsed records; exact review is required.,119sdoc3|unexpected_zero_records|336|MISC ITEMS - STUDENT LOANS|2025|PERSONNEL COMP. FULL-TIME PERMANENT|122.1
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,336,MISC ITEMS - STUDENT LOANS,2025,BANNER ORGANIZATION TOTALS,4053025.21,status=fail; banner=4053025.21; parsed_body=4052903.11. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|336|MISC ITEMS - STUDENT LOANS|2025|BANNER ORGANIZATION TOTALS|4053025.21
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,337,CARES ACT EMERG. APPROP. P.L. 116-136,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|337|CARES ACT EMERG. APPROP. P.L. 116-136||BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,338,EMERGENCY APPROPRIATION PUBLIC LAW 109-13,,BANNER NET PAYROLL,791009.93,status=banner_missing; banner=791009.93; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|338|EMERGENCY APPROPRIATION PUBLIC LAW 109-13||BANNER NET PAYROLL|791009.93
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,338,EMERGENCY APPROPRIATION PUBLIC LAW 109-13,,BANNER ORGANIZATION TOTALS,693359.52,status=warn; banner=693359.52; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|338|EMERGENCY APPROPRIATION PUBLIC LAW 109-13||BANNER ORGANIZATION TOTALS|693359.52
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,343,SECRETARY - SENATE INFORMATION SERVICES (SIS),2023,BANNER ORGANIZATION TOTALS,10564.38,status=warn; banner=10564.38; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|343|SECRETARY - SENATE INFORMATION SERVICES (SIS)|2023|BANNER ORGANIZATION TOTALS|10564.38
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,344,SECRETARY - SENATE INFORMATION SERVICES (SIS),2024,BANNER ORGANIZATION TOTALS,2213995.71,status=warn; banner=2213995.71; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|344|SECRETARY - SENATE INFORMATION SERVICES (SIS)|2024|BANNER ORGANIZATION TOTALS|2213995.71
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,345,SECRETARY - SENATE INFORMATION SERVICES (SIS),2025,BANNER ORGANIZATION TOTALS,869751.49,status=warn; banner=869751.49; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|345|SECRETARY - SENATE INFORMATION SERVICES (SIS)|2025|BANNER ORGANIZATION TOTALS|869751.49
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,346,SECRETARY OF THE SENATE,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|346|SECRETARY OF THE SENATE|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,347,SECRETARY OF THE SENATE,2020,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|347|SECRETARY OF THE SENATE|2020|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,348,SECRETARY OF THE SENATE,2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|348|SECRETARY OF THE SENATE|2021|BANNER NET PAYROLL|0.0
